loan_id,month_index,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,loss_severity_band,last_updated_at,source_system,document_status,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,next_state,exception_required,exception_type
LN0001654,7,2021-03,2020-08,7,353,255861,253122.55,4.55,Excellent,60-75,28-36,NY,Purchase,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2021-03-01,PRIMARY,Incomplete,0,0,0,1,Current,0,
LN0001001,10,2022-10,2021-12,10,350,200494,197890.83,4.06,Excellent,60-75,36-43,CA,CashOut,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,,2022-10-01,PRIMARY,Incomplete,0,0,0,1,Prepaid,0,
LN0004672,15,2023-07,2022-04,15,345,87191,85750.16,4.4,Good,>90,<=28,GA,Purchase,PrimaryResidence,MultiUnit,ServicerB,Current,0,0,0,0,Low,2023-07-01,PRIMARY,Incomplete,1,1,0,0,30DPD,0,
LN0003904,4,2018-12,2018-08,4,356,390505,388281.29,3.95,Good,60-75,28-36,CA,Refinance,PrimaryResidence,Townhouse,ServicerC,Current,0,0,0,0,Low,2018-12-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0001887,7,2023-02,2022-07,7,353,243482,241119.83,3.73,Excellent,60-75,>43,CA,Purchase,Investment,Condo,ServicerA,Current,0,0,0,0,Low,2023-02-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0001116,10,2022-01,2021-03,10,350,106447,105688.39,3.96,Excellent,75-90,28-36,NY,Purchase,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2022-01-01,PRIMARY,Incomplete,0,0,0,0,Current,0,
LN0004808,5,2019-04,2018-11,5,355,418030,416828.21,4.03,Good,<=60,<=28,NY,Refinance,SecondHome,Condo,ServicerA,30DPD,35,0,0,0,Low,2019-04-01,PRIMARY,Pending,1,1,0,0,30DPD,0,
LN0002469,15,2020-02,2018-11,15,345,125086,122320.08,4.83,Good,75-90,<=28,NY,Refinance,PrimaryResidence,Townhouse,ServicerC,Current,0,0,0,0,Low,2020-02-01,PRIMARY,Incomplete,1,1,0,1,Current,0,
LN0000272,21,2020-05,2018-08,21,339,221511,216317.23,4.74,Excellent,>90,>43,WA,Refinance,PrimaryResidence,SingleFamily,ServicerD,30DPD,35,0,0,0,Low,2020-05-01,PRIMARY,Complete,1,1,0,0,60DPD,0,
LN0003925,10,2020-03,2019-05,10,350,186062,0.0,3.74,Excellent,,36-43,WA,Purchase,PrimaryResidence,Condo,ServicerC,Prepaid,0,0,1,0,Low,2020-03-01,PRIMARY,Complete,0,0,0,0,Prepaid,0,
LN0000815,22,2020-10,2018-12,22,338,194977,188895.58,4.72,Excellent,60-75,<=28,NV,CashOut,Investment,Condo,ServicerB,Current,0,0,0,0,Low,2020-10-01,PRIMARY,Complete,1,1,0,0,Current,0,
LN0004987,9,2023-01,2022-04,9,351,270275,267133.78,5.27,Fair,75-90,>43,GA,Purchase,PrimaryResidence,SingleFamily,ServicerA,30DPD,35,0,0,0,Low,2023-01-01,PRIMARY,Pending,1,1,1,0,Default,0,
LN0004197,10,2019-03,2018-05,10,350,103075,101641.64,4.64,Excellent,75-90,<=28,AZ,Refinance,Investment,SingleFamily,ServicerD,Current,0,0,0,0,Low,2019-03-01,PRIMARY,Complete,1,1,0,0,30DPD,0,
LN0000094,19,2019-10,2018-03,19,341,661691,646850.57,4.36,Good,60-75,36-43,WA,Purchase,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2019-10-01,PRIMARY,Complete,1,1,0,1,30DPD,0,
LN0004660,10,2022-04,2021-06,10,350,174797,0.0,3.67,Excellent,60-75,28-36,TX,Purchase,PrimaryResidence,Condo,ServicerA,Prepaid,0,0,1,0,Low,2022-04-01,PRIMARY,Incomplete,0,0,0,0,Prepaid,0,
LN0001748,12,2023-01,2022-01,12,348,239867,236314.73,5.19,,60-75,<=28,NV,Refinance,PrimaryResidence,SingleFamily,ServicerC,Default,120,0,0,1,High,2023-01-01,PRIMARY,,0,0,0,0,Default,0,
LN0004907,6,2021-05,2020-11,6,354,328597,325122.74,5.81,Poor,60-75,36-43,WA,Refinance,Investment,Townhouse,ServicerA,Current,0,0,0,0,Low,2021-05-01,PRIMARY,Complete,0,0,0,1,Prepaid,0,
LN0000624,11,2023-04,2022-05,11,349,88608,87589.05,4.03,Good,75-90,28-36,OH,Purchase,PrimaryResidence,Condo,ServicerD,60DPD,65,0,0,0,Medium,2023-04-01,PRIMARY,Complete,1,1,1,0,90DPD,0,
LN0003340,6,2023-03,2022-09,6,354,303942,301330.08,4.0,,75-90,<=28,TX,Purchase,Investment,SingleFamily,ServicerA,Current,0,0,0,0,Low,2023-03-01,PRIMARY,Complete,0,1,0,1,Current,0,
LN0003919,7,2022-01,2021-06,7,353,276800,274452.95,5.46,Fair,>90,28-36,TX,Purchase,PrimaryResidence,SingleFamily,ServicerB,30DPD,35,0,0,0,Low,2022-01-01,PRIMARY,Complete,1,1,1,0,30DPD,0,
LN0001362,23,2020-03,2018-04,23,337,102616,100281.25,5.08,Good,75-90,28-36,NY,Refinance,PrimaryResidence,SingleFamily,ServicerC,60DPD,65,1,0,0,Medium,2020-03-01,PRIMARY,Complete,1,1,0,0,Current,0,
LN0000855,6,2019-04,2018-10,6,354,114047,113056.26,4.09,Excellent,<=60,>43,WA,Purchase,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,,2019-04-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0001775,20,2024-07,2022-11,20,340,176399,172966.17,4.37,Fair,60-75,<=28,TX,CashOut,PrimaryResidence,Condo,ServicerB,60DPD,65,0,0,0,,2024-07-01,PRIMARY,Waived,1,1,1,0,Default,0,
LN0003109,6,2019-02,2018-08,6,354,172264,170754.91,4.16,Excellent,75-90,36-43,IL,Purchase,SecondHome,Condo,ServicerA,Current,0,0,0,0,Low,2019-02-01,PRIMARY,Waived,0,0,0,1,Current,0,
LN0004777,3,2022-08,2022-05,3,357,203521,202596.17,4.47,Good,<=60,36-43,CA,Purchase,PrimaryResidence,Condo,ServicerC,Current,0,0,0,0,Low,2022-08-01,PRIMARY,Pending,0,0,0,0,Current,0,
LN0000909,3,2022-03,2021-12,3,357,365051,363946.4,4.46,Good,60-75,36-43,OH,Purchase,PrimaryResidence,SingleFamily,ServicerD,30DPD,35,0,0,0,Low,2022-03-01,PRIMARY,Complete,1,1,0,0,Current,0,
LN0002139,22,2022-08,2020-10,22,338,385564,373806.45,4.97,Fair,75-90,36-43,NV,Refinance,PrimaryResidence,MultiUnit,ServicerB,30DPD,35,0,0,0,Low,2022-08-01,PRIMARY,Complete,0,1,1,0,Current,0,
LN0000727,14,2023-07,2022-05,14,346,272722,269399.0,3.54,Excellent,75-90,36-43,NV,Purchase,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2023-07-01,PRIMARY,Complete,0,1,1,0,Current,0,
LN0003694,2,2021-04,2021-02,2,358,307883,0.0,4.31,Good,<=60,<=28,CA,Purchase,PrimaryResidence,Condo,ServicerC,Prepaid,0,0,1,0,Low,2021-04-01,PRIMARY,Complete,0,0,0,1,Prepaid,0,
LN0000377,15,2022-07,2021-04,15,345,207598,204865.36,6.42,Poor,60-75,28-36,TX,Purchase,PrimaryResidence,SingleFamily,ServicerC,60DPD,65,0,0,0,Medium,2022-07-01,PRIMARY,Complete,1,1,1,0,90DPD,0,
LN0003524,4,2020-01,2019-09,4,356,93253,92697.91,4.32,Good,60-75,<=28,CA,CashOut,PrimaryResidence,MultiUnit,ServicerD,Current,0,0,0,0,Low,2020-01-01,PRIMARY,Complete,1,1,0,1,Current,0,
LN0001892,16,2022-12,2021-08,16,344,296717,291400.62,5.1,Fair,60-75,<=28,CA,Purchase,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2022-12-01,PRIMARY,Incomplete,0,0,0,0,Current,0,
LN0004685,21,2023-03,2021-06,21,339,266110,258215.82,5.72,Poor,<=60,28-36,AZ,Purchase,SecondHome,SingleFamily,ServicerD,Current,0,0,0,0,Low,2023-03-01,PRIMARY,Complete,0,1,0,1,Current,0,
LN0000733,23,2022-12,2021-01,23,337,288951,279953.09,4.29,Excellent,,36-43,CA,Refinance,Investment,MultiUnit,ServicerD,Current,0,0,0,0,Low,2022-12-01,PRIMARY,Incomplete,0,1,0,0,Current,0,
LN0003854,11,2020-08,2019-09,11,349,185411,183193.18,4.36,Good,75-90,28-36,TX,Purchase,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2020-08-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0003645,10,2022-01,2021-03,10,350,206649,0.0,3.96,Excellent,60-75,<=28,FL,Purchase,SecondHome,SingleFamily,ServicerA,Prepaid,0,0,1,0,Low,2022-01-01,PRIMARY,Complete,0,0,0,0,Prepaid,0,
LN0000303,5,2021-02,2020-09,5,355,118877,117987.22,4.37,Good,75-90,36-43,AZ,Refinance,SecondHome,SingleFamily,ServicerB,Current,0,0,0,0,Low,2021-02-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0003088,24,2023-01,2021-01,24,336,250372,241055.11,4.67,Good,<=60,<=28,NY,CashOut,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2023-01-01,PRIMARY,Pending,0,0,0,1,Current,0,
LN0002946,7,2018-09,2018-02,7,353,264387,262691.6,4.96,Good,60-75,28-36,GA,CashOut,PrimaryResidence,MultiUnit,ServicerD,60DPD,65,0,0,0,Medium,2018-09-01,PRIMARY,Complete,1,1,0,0,Current,0,
LN0004747,16,2021-12,2020-08,16,344,192339,188291.22,3.83,Good,75-90,28-36,AZ,Purchase,SecondHome,MultiUnit,ServicerA,Current,0,0,0,0,,2021-12-01,PRIMARY,Pending,1,1,0,1,Current,0,
LN0004125,1,2022-09,2022-08,1,359,116351,116131.98,6.43,Poor,>90,36-43,GA,Refinance,SecondHome,Condo,ServicerC,Current,0,0,0,0,Low,2022-09-01,PRIMARY,Complete,1,1,0,1,30DPD,0,
LN0002812,13,2022-05,2021-04,13,347,165960,163643.19,5.72,Poor,75-90,36-43,IL,Purchase,SecondHome,Townhouse,ServicerA,Default,120,0,0,1,High,2022-05-01,PRIMARY,Complete,0,0,0,0,Default,0,
LN0000795,2,2021-01,2020-11,2,358,233903,233241.05,3.9,Excellent,75-90,<=28,GA,Purchase,Investment,SingleFamily,ServicerC,Current,0,0,0,0,Low,2021-01-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0004263,8,2019-12,2019-04,8,352,329312,325511.36,4.06,Good,75-90,<=28,OH,Refinance,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2019-12-01,PRIMARY,Waived,0,0,0,1,Current,0,
LN0001377,4,2019-12,2019-08,4,356,311472,309300.29,5.71,Fair,60-75,>43,WA,CashOut,PrimaryResidence,MultiUnit,ServicerC,Current,0,0,0,0,Low,2019-12-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0004060,8,2022-04,2021-08,8,352,243521,240257.35,5.35,Fair,75-90,<=28,NV,Refinance,Investment,SingleFamily,ServicerD,Current,0,0,0,0,,2022-04-01,PRIMARY,Pending,1,1,0,0,Current,0,
LN0004207,3,2019-12,2019-09,3,357,435991,435332.15,4.45,Excellent,75-90,36-43,CA,Refinance,SecondHome,Condo,ServicerD,Closed,0,0,0,0,Low,2019-12-01,PRIMARY,Waived,0,0,0,0,Closed,0,
LN0004004,13,2023-07,2022-06,13,347,153746,151050.14,3.51,Excellent,<=60,<=28,FL,Purchase,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2023-07-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0004325,17,2022-01,2020-08,17,343,562946,547917.42,4.78,Excellent,60-75,28-36,GA,Purchase,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2022-01-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0002620,8,2019-02,2018-06,8,352,357825,355256.11,5.98,Poor,,>43,IL,Refinance,SecondHome,Condo,ServicerB,30DPD,35,0,0,0,Low,2019-02-01,PRIMARY,Waived,1,1,0,0,60DPD,0,
LN0004832,7,2020-10,2020-03,7,353,130877,129383.06,5.11,Good,,28-36,GA,Purchase,SecondHome,Townhouse,ServicerB,Current,0,0,0,0,Low,2020-10-01,PRIMARY,Incomplete,0,0,0,1,Current,0,
LN0003522,3,2021-12,2021-09,3,357,132830,0.0,6.1,,,36-43,WA,Purchase,PrimaryResidence,SingleFamily,ServicerA,Prepaid,0,0,1,0,Low,2021-12-01,PRIMARY,Complete,0,0,0,1,Prepaid,0,
LN0000776,9,2021-03,2020-06,9,351,201137,198465.37,5.27,Poor,<=60,28-36,NY,CashOut,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2021-03-01,PRIMARY,Incomplete,1,1,1,0,Current,0,
LN0004151,21,2020-01,2018-04,21,339,319262,311039.44,3.55,,60-75,28-36,AZ,CashOut,PrimaryResidence,Condo,ServicerA,Current,0,0,0,0,Low,2020-01-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0001376,1,2022-11,2022-10,1,359,201887,201583.71,4.4,Excellent,,<=28,WA,Refinance,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2022-11-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0002014,23,2023-09,2021-10,23,337,471931,458650.5,4.28,Good,75-90,<=28,CA,Refinance,PrimaryResidence,Condo,ServicerC,Current,0,0,0,0,Low,2023-09-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0003056,10,2019-02,2018-04,10,350,105081,103336.31,5.27,,75-90,<=28,WA,Purchase,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2019-02-01,PRIMARY,Incomplete,0,1,0,0,Current,0,
LN0003392,10,2023-03,2022-05,10,350,512104,505803.35,4.6,Fair,60-75,>43,NV,Purchase,PrimaryResidence,Condo,ServicerA,Current,0,0,0,0,Low,2023-03-01,PRIMARY,,0,1,0,0,Current,0,
LN0003342,4,2021-01,2020-09,4,356,101104,0.0,4.41,Fair,75-90,<=28,WA,Purchase,PrimaryResidence,MultiUnit,ServicerA,Prepaid,0,0,1,0,Low,2021-01-01,PRIMARY,Waived,0,0,0,0,Prepaid,0,
LN0001243,25,2023-03,2021-02,25,335,220107,212537.75,4.74,Good,<=60,28-36,AZ,Purchase,PrimaryResidence,Townhouse,ServicerA,Current,0,0,0,0,Low,2023-03-01,PRIMARY,Pending,0,0,0,1,Current,0,
LN0002226,18,2021-02,2019-08,18,342,287732,279923.85,4.43,Good,<=60,<=28,OH,Refinance,PrimaryResidence,Condo,ServicerC,Current,0,0,0,0,Low,2021-02-01,PRIMARY,Complete,1,1,0,0,Current,0,
LN0000038,12,2021-12,2020-12,12,348,240883,238499.94,3.89,Good,<=60,36-43,NY,Purchase,PrimaryResidence,SingleFamily,ServicerA,90DPD,95,0,0,0,Medium,2021-12-01,PRIMARY,Waived,1,1,1,0,90DPD,0,
LN0000496,4,2018-08,2018-04,4,356,397505,395276.92,3.82,Good,60-75,>43,GA,CashOut,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2018-08-01,PRIMARY,Complete,1,1,0,0,Current,0,
LN0003320,8,2020-11,2020-03,8,352,222829,220048.95,4.72,Good,60-75,<=28,FL,Purchase,Investment,SingleFamily,ServicerA,Current,0,0,0,0,Low,2020-11-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0001074,17,2023-04,2021-11,17,343,496344,487521.15,5.03,Poor,<=60,28-36,CA,Purchase,Investment,Condo,ServicerA,Default,120,0,0,1,High,2023-04-01,PRIMARY,Incomplete,0,0,0,0,Default,1,DocumentGap
LN0001387,6,2022-07,2022-01,6,354,206082,204714.88,5.26,Fair,60-75,<=28,NV,Refinance,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2022-07-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0002553,11,2023-02,2022-03,11,349,70733,69544.09,5.38,Fair,60-75,36-43,TX,Purchase,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2023-02-01,PRIMARY,Waived,1,1,0,0,Current,0,
LN0003759,7,2020-12,2020-05,7,353,283306,280798.99,5.85,Poor,60-75,<=28,OH,Refinance,PrimaryResidence,SingleFamily,ServicerC,30DPD,35,0,0,0,Low,2020-12-01,PRIMARY,Complete,0,0,1,0,Current,0,
LN0001751,16,2020-02,2018-10,16,344,219277,214769.47,4.84,Fair,<=60,>43,FL,Purchase,PrimaryResidence,SingleFamily,ServicerC,60DPD,65,0,0,0,Medium,2020-02-01,PRIMARY,Incomplete,0,0,0,0,Current,0,
LN0003663,5,2022-06,2022-01,5,355,188352,187715.29,5.43,Poor,>90,>43,CA,Refinance,PrimaryResidence,Townhouse,ServicerD,Default,120,0,0,1,High,2022-06-01,PRIMARY,Complete,0,0,0,0,Default,0,
LN0001065,10,2022-01,2021-03,10,350,269232,265296.36,4.17,Good,60-75,<=28,AZ,Purchase,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2022-01-01,PRIMARY,Incomplete,0,0,0,1,Current,0,
LN0004716,9,2021-02,2020-05,9,351,214483,211476.07,4.71,Excellent,60-75,<=28,TX,Purchase,PrimaryResidence,Townhouse,ServicerC,Current,0,0,0,0,Low,2021-02-01,PRIMARY,,0,0,0,0,Current,0,
LN0002600,9,2023-07,2022-10,9,351,148456,147145.14,5.83,Poor,75-90,28-36,IL,Refinance,Investment,Condo,ServicerC,30DPD,35,0,0,0,Low,2023-07-01,PRIMARY,Complete,1,1,0,0,60DPD,0,
LN0004658,15,2019-11,2018-08,15,345,140923,137989.73,3.74,Excellent,<=60,28-36,NV,Purchase,PrimaryResidence,Townhouse,ServicerD,Current,0,0,0,0,Low,2019-11-01,PRIMARY,Complete,1,1,0,0,Current,0,
LN0004933,19,2021-11,2020-04,19,341,240830,235415.87,4.38,Fair,60-75,36-43,FL,Refinance,PrimaryResidence,SingleFamily,ServicerB,60DPD,65,0,0,0,Medium,2021-11-01,PRIMARY,Incomplete,0,0,0,0,Current,0,
LN0001962,5,2018-12,2018-07,5,355,265560,263697.1,3.83,Good,<=60,<=28,NV,Purchase,SecondHome,Townhouse,ServicerC,Current,0,0,0,0,Low,2018-12-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0004047,9,2018-12,2018-03,9,351,122059,120572.97,4.51,Excellent,60-75,>43,AZ,Purchase,SecondHome,SingleFamily,ServicerD,Current,0,0,0,0,Low,2018-12-01,PRIMARY,Complete,1,1,1,0,30DPD,0,
LN0003589,7,2019-03,2018-08,7,353,211777,209881.59,4.34,Fair,60-75,36-43,GA,Purchase,PrimaryResidence,SingleFamily,ServicerA,30DPD,35,0,0,0,Low,2019-03-01,PRIMARY,Complete,1,1,0,0,30DPD,0,
LN0004699,17,2020-11,2019-06,17,343,842877,824750.11,4.59,Good,<=60,28-36,WA,Purchase,PrimaryResidence,Condo,ServicerD,Current,0,0,0,0,Low,2020-11-01,PRIMARY,Complete,1,1,0,1,30DPD,0,
LN0003084,9,2023-08,2022-11,9,351,145233,144050.19,5.1,Fair,75-90,36-43,FL,Purchase,SecondHome,SingleFamily,ServicerC,90DPD,95,0,0,0,Medium,2023-08-01,PRIMARY,Complete,1,1,1,0,Default,0,
LN0000496,21,2020-01,2018-04,21,339,397505,387478.65,3.82,Good,60-75,>43,GA,CashOut,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2020-01-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0001201,9,2021-08,2020-11,9,351,176917,174927.11,4.98,Good,60-75,36-43,WA,CashOut,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2021-08-01,PRIMARY,Pending,1,1,1,0,Current,0,
LN0004708,6,2019-04,2018-10,6,354,276602,274487.4,4.55,Good,>90,28-36,NY,CashOut,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2019-04-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0002737,4,2020-07,2020-03,4,356,78796,78293.6,4.91,Excellent,,28-36,TX,Refinance,SecondHome,Townhouse,ServicerB,Current,0,0,0,0,Low,2020-07-01,PRIMARY,Incomplete,0,1,0,0,Current,0,
LN0003731,5,2019-09,2019-04,5,355,342098,339302.4,5.13,Poor,60-75,36-43,CA,Purchase,Investment,Condo,ServicerB,Current,0,0,0,0,,2019-09-01,PRIMARY,Complete,0,1,1,0,Current,0,
LN0002971,5,2019-10,2019-05,5,355,311171,308921.05,4.08,Good,75-90,<=28,FL,Refinance,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2019-10-01,PRIMARY,Pending,0,0,0,1,Current,0,
LN0003751,16,2022-02,2020-10,16,344,310083,303912.35,4.56,Excellent,75-90,36-43,CA,Refinance,PrimaryResidence,Townhouse,ServicerC,Current,0,0,0,0,Low,2022-02-01,PRIMARY,Complete,0,0,0,1,Prepaid,0,
LN0002015,17,2024-05,2022-12,17,343,225326,221089.98,4.08,Good,60-75,28-36,AZ,Refinance,PrimaryResidence,SingleFamily,ServicerB,30DPD,35,0,0,0,,2024-05-01,PRIMARY,Incomplete,0,0,0,1,Current,0,
LN0000409,7,2023-03,2022-08,7,353,218971,216874.36,4.92,Excellent,60-75,36-43,OH,Purchase,SecondHome,MultiUnit,ServicerA,Current,0,0,0,0,Low,2023-03-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0000488,13,2020-01,2018-12,13,347,127875,126216.7,4.05,Excellent,<=60,<=28,CA,CashOut,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2020-01-01,PRIMARY,Pending,0,0,0,0,Current,0,
LN0004550,4,2022-01,2021-09,4,356,267785,0.0,4.96,Good,<=60,<=28,NY,CashOut,PrimaryResidence,Condo,ServicerA,Prepaid,0,0,1,0,,2022-01-01,PRIMARY,Pending,0,0,0,0,Prepaid,0,
LN0002311,6,2019-07,2019-01,6,354,133970,132962.31,6.42,Poor,60-75,>43,WA,Purchase,PrimaryResidence,Townhouse,ServicerC,Current,0,0,0,0,Low,2019-07-01,PRIMARY,Incomplete,0,1,1,0,Current,0,
LN0003659,6,2019-04,2018-10,6,354,88670,88036.83,5.93,Poor,75-90,36-43,OH,Purchase,SecondHome,Townhouse,ServicerB,90DPD,95,0,0,0,Medium,2019-04-01,PRIMARY,Pending,1,1,1,0,90DPD,0,
LN0001713,2,2021-08,2021-06,2,358,173635,173006.36,6.06,Poor,60-75,<=28,GA,Purchase,PrimaryResidence,Townhouse,ServicerD,Current,0,0,0,0,Low,2021-08-01,PRIMARY,Complete,1,1,0,1,Current,0,
LN0001087,6,2023-05,2022-11,6,354,109705,108861.41,4.6,Fair,60-75,36-43,TX,Purchase,PrimaryResidence,Condo,ServicerB,Current,0,0,0,0,Low,2023-05-01,PRIMARY,Complete,1,1,0,0,30DPD,0,
LN0003972,14,2023-03,2022-01,14,346,139979,0.0,4.36,,60-75,28-36,FL,Purchase,PrimaryResidence,Condo,ServicerA,Prepaid,0,0,1,0,Low,2023-03-01,PRIMARY,Pending,0,0,0,0,Prepaid,0,
LN0003974,19,2022-02,2020-07,19,341,213508,207742.2,4.88,Excellent,<=60,28-36,OH,Purchase,PrimaryResidence,MultiUnit,ServicerB,Current,0,0,0,0,Low,2022-02-01,PRIMARY,Complete,1,1,0,0,30DPD,0,
LN0002826,6,2021-09,2021-03,6,354,224622,222303.44,5.59,Fair,,36-43,OH,CashOut,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2021-09-01,PRIMARY,Complete,1,1,0,1,Current,0,
LN0003946,1,2022-03,2022-02,1,359,135481,135256.31,5.26,Poor,75-90,36-43,WA,Purchase,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2022-03-01,PRIMARY,Complete,1,1,1,0,30DPD,0,
LN0002043,3,2022-06,2022-03,3,357,254691,253544.5,4.39,Fair,<=60,>43,NY,Purchase,PrimaryResidence,Condo,ServicerB,Current,0,0,0,0,Low,2022-06-01,PRIMARY,Complete,1,1,0,0,Current,0,
LN0000170,18,2022-08,2021-02,18,342,218312,213390.86,6.41,Poor,60-75,<=28,OH,Refinance,PrimaryResidence,SingleFamily,ServicerA,Default,120,0,0,1,High,2022-08-01,PRIMARY,Complete,0,0,0,0,Default,0,
LN0000510,3,2021-08,2021-05,3,357,287182,286769.69,4.02,Excellent,75-90,36-43,NY,Refinance,PrimaryResidence,MultiUnit,ServicerD,60DPD,65,0,0,0,Medium,2021-08-01,PRIMARY,Incomplete,1,1,1,0,90DPD,0,
LN0004384,13,2023-09,2022-08,13,347,174752,171281.94,5.24,Good,>90,<=28,FL,Purchase,PrimaryResidence,SingleFamily,ServicerA,30DPD,35,0,0,0,Low,2023-09-01,PRIMARY,Complete,1,1,0,0,Current,0,
LN0001688,8,2019-03,2018-07,8,352,130347,129589.38,4.12,Good,,28-36,OH,Purchase,SecondHome,SingleFamily,ServicerA,Current,0,0,0,0,Low,2019-03-01,PRIMARY,Complete,0,1,1,0,Current,0,
LN0002606,9,2019-11,2019-02,9,351,261438,258685.48,4.41,,>90,36-43,WA,Purchase,PrimaryResidence,Condo,ServicerB,30DPD,35,0,0,0,Low,2019-11-01,PRIMARY,Complete,1,1,0,0,30DPD,0,
LN0004923,1,2020-02,2020-01,1,359,177035,176749.57,5.01,Good,75-90,28-36,AZ,Purchase,Investment,SingleFamily,ServicerC,Current,0,0,0,0,Low,2020-02-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0002868,1,2018-09,2018-08,1,359,153683,153452.67,4.38,Good,<=60,36-43,TX,Refinance,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2018-09-01,PRIMARY,Complete,1,1,0,0,30DPD,0,
LN0004637,8,2019-09,2019-01,8,352,201745,200479.2,4.77,Good,,36-43,CA,Purchase,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2019-09-01,PRIMARY,Pending,1,1,0,0,Current,0,
LN0002626,6,2019-01,2018-07,6,354,179795,178708.21,4.45,Good,<=60,28-36,GA,Purchase,PrimaryResidence,SingleFamily,ServicerB,30DPD,35,0,0,0,Low,2019-01-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0004946,6,2018-08,2018-02,6,354,301759,299677.91,5.61,Fair,<=60,28-36,IL,Purchase,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2018-08-01,PRIMARY,Waived,0,1,1,0,Current,0,
LN0003316,1,2020-05,2020-04,1,359,888744,887375.58,4.61,Excellent,60-75,28-36,GA,Refinance,PrimaryResidence,Condo,ServicerA,Current,0,0,0,0,Low,2020-05-01,PRIMARY,Incomplete,0,0,0,0,Current,0,
LN0002791,15,2021-12,2020-09,15,345,180371,176637.62,4.9,Fair,75-90,36-43,CA,Purchase,PrimaryResidence,Townhouse,ServicerB,30DPD,35,0,0,0,Low,2021-12-01,PRIMARY,Waived,0,0,0,0,Current,0,
LN0002222,1,2018-09,2018-08,1,359,147267,147060.13,3.84,,<=60,28-36,NY,Refinance,PrimaryResidence,Townhouse,ServicerC,Current,0,0,0,0,,2018-09-01,PRIMARY,,0,0,0,0,Current,0,
LN0001926,2,2019-08,2019-06,2,358,177363,176861.67,3.89,Excellent,<=60,28-36,NY,Purchase,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2019-08-01,PRIMARY,Complete,0,0,0,0,Current,0,
