loan_id,month_index,reporting_month,current_status,days_past_due,last_updated_at,servicer_name,source_system,conflict_flag
LN0000981,12,2022-07,30DPD,35,2022-07,ServicerC,SERVICER_FEED,1
LN0000982,6,2021-08,Closed,0,2021-08,ServicerB,SERVICER_FEED,1
LN0000983,8,2020-09,Prepaid,0,2020-09,ServicerD,SERVICER_FEED,1
LN0000984,5,2022-10,Closed,0,2022-10,ServicerC,SERVICER_FEED,1
LN0000985,4,2018-12,30DPD,35,2018-12,ServicerD,SERVICER_FEED,1
LN0000986,10,2020-04,60DPD,65,2020-04,ServicerD,SERVICER_FEED,1
LN0000987,4,2018-12,Closed,0,2018-12,ServicerA,SERVICER_FEED,1
LN0000988,5,2019-10,Current,0,2019-10,ServicerA,SERVICER_FEED,1
LN0000989,4,2020-12,Prepaid,0,2020-12,ServicerA,SERVICER_FEED,1
LN0000990,6,2020-03,Prepaid,0,2020-03,ServicerC,SERVICER_FEED,1
LN0000991,2,2020-04,60DPD,65,2020-04,ServicerB,SERVICER_FEED,1
LN0000992,29,2021-07,60DPD,65,2021-07,ServicerA,SERVICER_FEED,1
LN0000993,6,2020-04,Default,120,2020-04,ServicerA,SERVICER_FEED,1
LN0000994,14,2021-08,Default,120,2021-08,ServicerC,SERVICER_FEED,1
LN0000995,2,2019-03,Prepaid,0,2019-03,ServicerC,SERVICER_FEED,1
LN0000996,11,2023-08,Default,120,2023-08,ServicerA,SERVICER_FEED,1
LN0000997,1,2022-07,60DPD,65,2022-07,ServicerC,SERVICER_FEED,1
LN0000998,2,2022-07,30DPD,35,2022-07,ServicerB,SERVICER_FEED,1
LN0000999,9,2018-10,Prepaid,0,2018-10,ServicerB,SERVICER_FEED,1
LN0001000,7,2021-01,Closed,0,2021-01,ServicerA,SERVICER_FEED,1
LN0001000,4,2020-10,Default,120,2020-10,ServicerD,SERVICER_FEED,1
LN0001001,2,2022-02,30DPD,35,2022-02,ServicerD,SERVICER_FEED,1
LN0001002,5,2020-02,30DPD,35,2020-02,ServicerD,SERVICER_FEED,1
LN0001003,8,2019-10,60DPD,65,2019-10,ServicerB,SERVICER_FEED,1
LN0001004,5,2021-06,30DPD,35,2021-06,ServicerB,SERVICER_FEED,1
LN0001005,7,2018-08,30DPD,35,2018-08,ServicerD,SERVICER_FEED,1
LN0001006,2,2021-03,60DPD,65,2021-03,ServicerA,SERVICER_FEED,1
LN0001007,5,2020-09,90DPD,95,2020-09,ServicerB,SERVICER_FEED,1
LN0001008,5,2021-11,Prepaid,0,2021-11,ServicerD,SERVICER_FEED,1
LN0001009,16,2022-09,90DPD,95,2022-09,ServicerC,SERVICER_FEED,1
LN0001010,15,2021-12,60DPD,65,2021-12,ServicerB,SERVICER_FEED,1
LN0001011,31,2023-07,60DPD,65,2023-07,ServicerD,SERVICER_FEED,1
LN0001012,1,2018-03,Default,120,2018-03,ServicerB,SERVICER_FEED,1
LN0001013,14,2024-01,60DPD,65,2024-01,ServicerA,SERVICER_FEED,1
LN0001014,2,2018-07,Current,0,2018-07,ServicerD,SERVICER_FEED,1
LN0001015,8,2023-07,Closed,0,2023-07,ServicerD,SERVICER_FEED,1
LN0001016,10,2023-09,60DPD,65,2023-09,ServicerD,SERVICER_FEED,1
LN0001017,2,2021-10,Closed,0,2021-10,ServicerB,SERVICER_FEED,1
LN0001018,17,2023-02,Closed,0,2023-02,ServicerD,SERVICER_FEED,1
LN0001019,4,2018-06,Prepaid,0,2018-06,ServicerD,SERVICER_FEED,1
LN0001020,3,2022-12,Default,120,2022-12,ServicerD,SERVICER_FEED,1
LN0001021,3,2020-11,90DPD,95,2020-11,ServicerA,SERVICER_FEED,1
LN0001022,1,2019-10,Default,120,2019-10,ServicerC,SERVICER_FEED,1
LN0001023,9,2022-02,Closed,0,2022-02,ServicerA,SERVICER_FEED,1
LN0001024,2,2020-11,90DPD,95,2020-11,ServicerD,SERVICER_FEED,1
LN0001025,9,2020-07,Closed,0,2020-07,ServicerD,SERVICER_FEED,1
LN0001026,7,2020-03,90DPD,95,2020-03,ServicerA,SERVICER_FEED,1
LN0001027,2,2018-10,60DPD,65,2018-10,ServicerB,SERVICER_FEED,1
LN0001028,16,2023-11,Default,120,2023-11,ServicerC,SERVICER_FEED,1
LN0001029,4,2021-08,Default,120,2021-08,ServicerB,SERVICER_FEED,1
LN0001030,15,2020-09,60DPD,65,2020-09,ServicerB,SERVICER_FEED,1
LN0001030,40,2022-10,60DPD,65,2022-10,ServicerB,SERVICER_FEED,1
LN0001031,8,2022-04,Closed,0,2022-04,ServicerB,SERVICER_FEED,1
LN0001032,7,2022-01,Closed,0,2022-01,ServicerA,SERVICER_FEED,1
LN0001033,6,2019-03,Closed,0,2019-03,ServicerA,SERVICER_FEED,1
LN0001034,3,2019-02,Current,0,2019-02,ServicerA,SERVICER_FEED,1
LN0001035,5,2019-07,60DPD,65,2019-07,ServicerB,SERVICER_FEED,1
LN0001036,2,2018-09,Closed,0,2018-09,ServicerC,SERVICER_FEED,1
LN0001037,4,2022-06,Default,120,2022-06,ServicerB,SERVICER_FEED,1
LN0001038,14,2019-12,Prepaid,0,2019-12,ServicerB,SERVICER_FEED,1
LN0001039,5,2022-06,Default,120,2022-06,ServicerD,SERVICER_FEED,1
LN0001040,2,2020-10,90DPD,95,2020-10,ServicerA,SERVICER_FEED,1
LN0001041,6,2019-02,30DPD,35,2019-02,ServicerD,SERVICER_FEED,1
LN0001042,9,2022-12,Default,120,2022-12,ServicerA,SERVICER_FEED,1
LN0001043,6,2019-05,90DPD,95,2019-05,ServicerB,SERVICER_FEED,1
LN0001044,10,2023-10,Closed,0,2023-10,ServicerD,SERVICER_FEED,1
LN0001045,6,2018-07,30DPD,35,2018-07,ServicerB,SERVICER_FEED,1
LN0001046,6,2021-08,Prepaid,0,2021-08,ServicerA,SERVICER_FEED,1
LN0001047,3,2019-10,Current,0,2019-10,ServicerC,SERVICER_FEED,1
LN0001048,5,2021-01,Default,120,2021-01,ServicerD,SERVICER_FEED,1
LN0001049,10,2023-01,Closed,0,2023-01,ServicerC,SERVICER_FEED,1
LN0001050,12,2022-12,90DPD,95,2022-12,ServicerA,SERVICER_FEED,1
LN0001051,18,2020-11,90DPD,95,2020-11,ServicerC,SERVICER_FEED,1
LN0001052,5,2018-09,Default,120,2018-09,ServicerB,SERVICER_FEED,1
LN0001053,6,2019-12,Closed,0,2019-12,ServicerC,SERVICER_FEED,1
LN0001054,11,2022-12,60DPD,65,2022-12,ServicerD,SERVICER_FEED,1
LN0001055,9,2021-04,30DPD,35,2021-04,ServicerD,SERVICER_FEED,1
LN0001056,1,2021-11,Prepaid,0,2021-11,ServicerA,SERVICER_FEED,1
LN0001057,3,2020-09,Current,0,2020-09,ServicerC,SERVICER_FEED,1
LN0001058,2,2020-10,30DPD,35,2020-10,ServicerA,SERVICER_FEED,1
LN0001059,8,2018-12,Current,0,2018-12,ServicerA,SERVICER_FEED,1
LN0001060,13,2019-03,30DPD,35,2019-03,ServicerC,SERVICER_FEED,1
LN0001061,7,2022-02,90DPD,95,2022-02,ServicerA,SERVICER_FEED,1
LN0001062,8,2019-09,Default,120,2019-09,ServicerB,SERVICER_FEED,1
LN0001063,6,2020-04,90DPD,95,2020-04,ServicerC,SERVICER_FEED,1
LN0001064,3,2020-02,Current,0,2020-02,ServicerC,SERVICER_FEED,1
LN0001065,4,2021-07,Default,120,2021-07,ServicerA,SERVICER_FEED,1
LN0001066,4,2023-01,Prepaid,0,2023-01,ServicerC,SERVICER_FEED,1
LN0001067,18,2023-04,Closed,0,2023-04,ServicerB,SERVICER_FEED,1
LN0001068,5,2021-08,Default,120,2021-08,ServicerB,SERVICER_FEED,1
LN0001069,2,2022-05,90DPD,95,2022-05,ServicerA,SERVICER_FEED,1
LN0001070,4,2020-11,Closed,0,2020-11,ServicerA,SERVICER_FEED,1
LN0001071,2,2018-11,Default,120,2018-11,ServicerA,SERVICER_FEED,1
LN0001072,17,2021-11,Default,120,2021-11,ServicerB,SERVICER_FEED,1
LN0001073,20,2024-07,Default,120,2024-07,ServicerA,SERVICER_FEED,1
LN0001074,4,2022-03,Prepaid,0,2022-03,ServicerC,SERVICER_FEED,1
LN0001075,4,2020-02,Closed,0,2020-02,ServicerC,SERVICER_FEED,1
LN0001076,2,2019-10,90DPD,95,2019-10,ServicerA,SERVICER_FEED,1
LN0001077,8,2023-04,Default,120,2023-04,ServicerD,SERVICER_FEED,1
LN0001078,2,2018-08,30DPD,35,2018-08,ServicerD,SERVICER_FEED,1
LN0001079,9,2023-05,30DPD,35,2023-05,ServicerA,SERVICER_FEED,1
LN0001080,3,2021-08,Closed,0,2021-08,ServicerC,SERVICER_FEED,1
LN0001081,21,2023-10,90DPD,95,2023-10,ServicerA,SERVICER_FEED,1
LN0001082,16,2020-12,Current,0,2020-12,ServicerA,SERVICER_FEED,1
LN0001083,2,2021-05,Closed,0,2021-05,ServicerA,SERVICER_FEED,1
LN0001084,9,2020-05,30DPD,35,2020-05,ServicerD,SERVICER_FEED,1
LN0001085,1,2018-03,Closed,0,2018-03,ServicerD,SERVICER_FEED,1
LN0001086,5,2020-09,60DPD,65,2020-09,ServicerB,SERVICER_FEED,1
LN0001087,8,2023-07,60DPD,65,2023-07,ServicerD,SERVICER_FEED,1
LN0001088,34,2022-01,90DPD,95,2022-01,ServicerD,SERVICER_FEED,1
LN0001089,3,2019-01,Default,120,2019-01,ServicerD,SERVICER_FEED,1
LN0001090,1,2022-09,Prepaid,0,2022-09,ServicerA,SERVICER_FEED,1
LN0001091,37,2025-08,Closed,0,2025-08,ServicerD,SERVICER_FEED,1
LN0001091,5,2022-12,Closed,0,2022-12,ServicerA,SERVICER_FEED,1
LN0001092,5,2022-08,Prepaid,0,2022-08,ServicerA,SERVICER_FEED,1
LN0001093,7,2023-06,90DPD,95,2023-06,ServicerD,SERVICER_FEED,1
LN0001094,7,2023-07,Closed,0,2023-07,ServicerD,SERVICER_FEED,1
LN0001095,6,2023-02,Default,120,2023-02,ServicerA,SERVICER_FEED,1
LN0001096,3,2023-01,Current,0,2023-01,ServicerA,SERVICER_FEED,1
LN0001097,2,2021-11,90DPD,95,2021-11,ServicerD,SERVICER_FEED,1
LN0001098,3,2019-10,Default,120,2019-10,ServicerD,SERVICER_FEED,1
LN0001099,13,2021-05,Current,0,2021-05,ServicerD,SERVICER_FEED,1
LN0001100,18,2021-05,90DPD,95,2021-05,ServicerD,SERVICER_FEED,1
LN0001101,4,2020-11,30DPD,35,2020-11,ServicerD,SERVICER_FEED,1
LN0001102,3,2021-09,Prepaid,0,2021-09,ServicerD,SERVICER_FEED,1
LN0001103,2,2019-05,90DPD,95,2019-05,ServicerB,SERVICER_FEED,1
LN0001104,4,2018-05,Current,0,2018-05,ServicerC,SERVICER_FEED,1
LN0001105,36,2024-01,Default,120,2024-01,ServicerA,SERVICER_FEED,1
LN0001106,8,2023-08,Default,120,2023-08,ServicerD,SERVICER_FEED,1
LN0001107,1,2022-05,Prepaid,0,2022-05,ServicerA,SERVICER_FEED,1
LN0001108,3,2018-04,Prepaid,0,2018-04,ServicerC,SERVICER_FEED,1
LN0001109,3,2021-03,Prepaid,0,2021-03,ServicerD,SERVICER_FEED,1
LN0001110,13,2021-09,60DPD,65,2021-09,ServicerC,SERVICER_FEED,1
LN0001111,1,2020-03,Default,120,2020-03,ServicerD,SERVICER_FEED,1
LN0001112,16,2022-09,Current,0,2022-09,ServicerA,SERVICER_FEED,1
LN0001113,1,2020-03,Default,120,2020-03,ServicerB,SERVICER_FEED,1
LN0001114,11,2023-06,30DPD,35,2023-06,ServicerC,SERVICER_FEED,1
LN0001115,10,2023-05,30DPD,35,2023-05,ServicerC,SERVICER_FEED,1
LN0001116,3,2021-06,Current,0,2021-06,ServicerC,SERVICER_FEED,1
LN0001117,12,2021-04,Prepaid,0,2021-04,ServicerB,SERVICER_FEED,1
LN0001118,5,2021-05,Default,120,2021-05,ServicerB,SERVICER_FEED,1
LN0001119,5,2022-12,90DPD,95,2022-12,ServicerC,SERVICER_FEED,1
LN0001120,4,2019-11,30DPD,35,2019-11,ServicerA,SERVICER_FEED,1
LN0001121,3,2022-08,90DPD,95,2022-08,ServicerC,SERVICER_FEED,1
LN0001122,32,2023-08,Prepaid,0,2023-08,ServicerA,SERVICER_FEED,1
LN0001122,42,2024-06,60DPD,65,2024-06,ServicerD,SERVICER_FEED,1
LN0001123,1,2018-05,30DPD,35,2018-05,ServicerC,SERVICER_FEED,1
LN0001124,3,2021-12,90DPD,95,2021-12,ServicerD,SERVICER_FEED,1
LN0001125,5,2019-06,Closed,0,2019-06,ServicerA,SERVICER_FEED,1
LN0001126,23,2022-06,60DPD,65,2022-06,ServicerA,SERVICER_FEED,1
LN0001127,1,2022-11,90DPD,95,2022-11,ServicerA,SERVICER_FEED,1
LN0001128,2,2022-01,60DPD,65,2022-01,ServicerA,SERVICER_FEED,1
LN0001129,16,2022-10,60DPD,65,2022-10,ServicerA,SERVICER_FEED,1
LN0001130,9,2019-02,Prepaid,0,2019-02,ServicerD,SERVICER_FEED,1
LN0001131,5,2022-09,30DPD,35,2022-09,ServicerD,SERVICER_FEED,1
LN0001132,17,2021-02,Prepaid,0,2021-02,ServicerA,SERVICER_FEED,1
LN0001133,20,2019-12,Default,120,2019-12,ServicerD,SERVICER_FEED,1
LN0001134,3,2023-01,Default,120,2023-01,ServicerD,SERVICER_FEED,1
LN0001135,8,2019-08,Prepaid,0,2019-08,ServicerD,SERVICER_FEED,1
LN0001136,20,2021-04,Current,0,2021-04,ServicerA,SERVICER_FEED,1
LN0001137,7,2019-04,60DPD,65,2019-04,ServicerA,SERVICER_FEED,1
LN0001138,4,2021-06,Current,0,2021-06,ServicerD,SERVICER_FEED,1
LN0001139,41,2025-10,Closed,0,2025-10,ServicerC,SERVICER_FEED,1
LN0001139,26,2024-07,Prepaid,0,2024-07,ServicerD,SERVICER_FEED,1
LN0001140,6,2021-02,Prepaid,0,2021-02,ServicerD,SERVICER_FEED,1
LN0001141,3,2022-08,30DPD,35,2022-08,ServicerB,SERVICER_FEED,1
LN0001142,5,2023-02,Default,120,2023-02,ServicerB,SERVICER_FEED,1
LN0001143,13,2023-06,30DPD,35,2023-06,ServicerC,SERVICER_FEED,1
LN0001144,5,2019-03,Default,120,2019-03,ServicerD,SERVICER_FEED,1
LN0001145,7,2019-08,Closed,0,2019-08,ServicerA,SERVICER_FEED,1
LN0001146,4,2019-11,60DPD,65,2019-11,ServicerC,SERVICER_FEED,1
LN0001147,4,2021-07,60DPD,65,2021-07,ServicerA,SERVICER_FEED,1
LN0001148,18,2023-10,90DPD,95,2023-10,ServicerA,SERVICER_FEED,1
LN0001149,27,2021-10,Default,120,2021-10,ServicerC,SERVICER_FEED,1
LN0001149,7,2020-02,60DPD,65,2020-02,ServicerD,SERVICER_FEED,1
LN0001150,1,2021-05,Closed,0,2021-05,ServicerD,SERVICER_FEED,1
LN0001151,24,2020-12,Default,120,2020-12,ServicerD,SERVICER_FEED,1
LN0001152,15,2021-12,Current,0,2021-12,ServicerD,SERVICER_FEED,1
LN0001153,8,2022-07,Prepaid,0,2022-07,ServicerC,SERVICER_FEED,1
LN0001154,1,2020-01,90DPD,95,2020-01,ServicerD,SERVICER_FEED,1
LN0001155,10,2019-08,60DPD,65,2019-08,ServicerD,SERVICER_FEED,1
LN0001156,15,2021-04,30DPD,35,2021-04,ServicerA,SERVICER_FEED,1
LN0001156,24,2022-01,Default,120,2022-01,ServicerC,SERVICER_FEED,1
LN0001157,8,2022-06,30DPD,35,2022-06,ServicerD,SERVICER_FEED,1
LN0001158,1,2022-10,90DPD,95,2022-10,ServicerC,SERVICER_FEED,1
LN0001159,3,2021-04,60DPD,65,2021-04,ServicerB,SERVICER_FEED,1
LN0001160,13,2022-06,60DPD,65,2022-06,ServicerD,SERVICER_FEED,1
LN0001161,2,2020-04,Default,120,2020-04,ServicerA,SERVICER_FEED,1
LN0001161,16,2021-06,Prepaid,0,2021-06,ServicerC,SERVICER_FEED,1
LN0001162,8,2023-04,Prepaid,0,2023-04,ServicerD,SERVICER_FEED,1
LN0001163,8,2023-01,90DPD,95,2023-01,ServicerD,SERVICER_FEED,1
LN0001164,6,2023-05,60DPD,65,2023-05,ServicerD,SERVICER_FEED,1
LN0001165,10,2023-02,Closed,0,2023-02,ServicerA,SERVICER_FEED,1
LN0001166,1,2020-10,Default,120,2020-10,ServicerD,SERVICER_FEED,1
LN0001167,7,2023-05,90DPD,95,2023-05,ServicerD,SERVICER_FEED,1
LN0001168,10,2021-11,Closed,0,2021-11,ServicerB,SERVICER_FEED,1
LN0001169,6,2021-07,Current,0,2021-07,ServicerC,SERVICER_FEED,1
LN0001170,5,2021-09,Closed,0,2021-09,ServicerD,SERVICER_FEED,1
LN0001171,4,2019-04,Prepaid,0,2019-04,ServicerC,SERVICER_FEED,1
LN0001172,6,2022-09,Default,120,2022-09,ServicerD,SERVICER_FEED,1
LN0001173,13,2020-11,Default,120,2020-11,ServicerB,SERVICER_FEED,1
LN0001174,4,2021-08,90DPD,95,2021-08,ServicerB,SERVICER_FEED,1
LN0001175,2,2022-05,Prepaid,0,2022-05,ServicerB,SERVICER_FEED,1
LN0001176,9,2019-04,Current,0,2019-04,ServicerD,SERVICER_FEED,1
LN0001177,13,2020-08,Prepaid,0,2020-08,ServicerB,SERVICER_FEED,1
LN0001178,3,2022-12,Closed,0,2022-12,ServicerA,SERVICER_FEED,1
LN0001179,33,2022-07,Closed,0,2022-07,ServicerA,SERVICER_FEED,1
LN0001180,27,2023-07,Prepaid,0,2023-07,ServicerA,SERVICER_FEED,1
LN0001180,17,2022-09,30DPD,35,2022-09,ServicerC,SERVICER_FEED,1
LN0001181,5,2021-03,60DPD,65,2021-03,ServicerA,SERVICER_FEED,1
LN0001182,3,2022-08,Closed,0,2022-08,ServicerC,SERVICER_FEED,1
LN0001183,7,2021-02,Prepaid,0,2021-02,ServicerC,SERVICER_FEED,1
LN0001184,4,2020-06,Default,120,2020-06,ServicerB,SERVICER_FEED,1
LN0001185,3,2018-04,Default,120,2018-04,ServicerC,SERVICER_FEED,1
LN0001185,5,2018-06,Default,120,2018-06,ServicerC,SERVICER_FEED,1
LN0001186,7,2020-12,Closed,0,2020-12,ServicerA,SERVICER_FEED,1
LN0001187,10,2021-10,Prepaid,0,2021-10,ServicerD,SERVICER_FEED,1
LN0001188,2,2021-08,Default,120,2021-08,ServicerB,SERVICER_FEED,1
LN0001189,5,2022-04,Closed,0,2022-04,ServicerC,SERVICER_FEED,1
LN0001190,7,2022-06,Prepaid,0,2022-06,ServicerB,SERVICER_FEED,1
LN0001191,20,2021-12,90DPD,95,2021-12,ServicerC,SERVICER_FEED,1
LN0001192,27,2020-08,60DPD,65,2020-08,ServicerC,SERVICER_FEED,1
LN0001193,20,2020-12,60DPD,65,2020-12,ServicerB,SERVICER_FEED,1
LN0001194,7,2020-08,30DPD,35,2020-08,ServicerB,SERVICER_FEED,1
LN0001195,28,2025-03,60DPD,65,2025-03,ServicerD,SERVICER_FEED,1
LN0001196,11,2022-10,Default,120,2022-10,ServicerB,SERVICER_FEED,1
LN0001197,32,2025-02,Prepaid,0,2025-02,ServicerB,SERVICER_FEED,1
LN0001197,13,2023-07,30DPD,35,2023-07,ServicerB,SERVICER_FEED,1
LN0001198,19,2024-07,30DPD,35,2024-07,ServicerA,SERVICER_FEED,1
LN0001199,4,2019-01,60DPD,65,2019-01,ServicerB,SERVICER_FEED,1
LN0001200,1,2018-02,60DPD,65,2018-02,ServicerB,SERVICER_FEED,1
LN0001201,8,2021-07,30DPD,35,2021-07,ServicerA,SERVICER_FEED,1
LN0001202,14,2020-06,30DPD,35,2020-06,ServicerA,SERVICER_FEED,1
LN0001203,12,2023-05,Prepaid,0,2023-05,ServicerC,SERVICER_FEED,1
LN0001204,4,2020-08,Closed,0,2020-08,ServicerD,SERVICER_FEED,1
LN0001205,29,2020-06,Closed,0,2020-06,ServicerC,SERVICER_FEED,1
LN0001205,17,2019-06,Closed,0,2019-06,ServicerA,SERVICER_FEED,1
LN0001206,4,2019-06,30DPD,35,2019-06,ServicerA,SERVICER_FEED,1
LN0001207,2,2019-11,60DPD,65,2019-11,ServicerD,SERVICER_FEED,1
LN0001208,23,2020-01,Prepaid,0,2020-01,ServicerA,SERVICER_FEED,1
LN0001208,5,2018-07,Default,120,2018-07,ServicerA,SERVICER_FEED,1
LN0001209,18,2021-02,Default,120,2021-02,ServicerC,SERVICER_FEED,1
LN0001210,2,2020-11,30DPD,35,2020-11,ServicerA,SERVICER_FEED,1
LN0001211,2,2022-08,Default,120,2022-08,ServicerB,SERVICER_FEED,1
LN0001212,1,2021-04,90DPD,95,2021-04,ServicerD,SERVICER_FEED,1
LN0001213,2,2018-08,Default,120,2018-08,ServicerD,SERVICER_FEED,1
LN0001214,11,2020-12,Default,120,2020-12,ServicerC,SERVICER_FEED,1
LN0001215,17,2023-04,90DPD,95,2023-04,ServicerB,SERVICER_FEED,1
LN0001216,12,2020-11,Closed,0,2020-11,ServicerC,SERVICER_FEED,1
LN0001217,5,2021-03,Closed,0,2021-03,ServicerD,SERVICER_FEED,1
LN0001218,2,2023-02,Prepaid,0,2023-02,ServicerC,SERVICER_FEED,1
LN0001219,3,2018-12,Closed,0,2018-12,ServicerC,SERVICER_FEED,1
LN0001220,2,2020-07,30DPD,35,2020-07,ServicerB,SERVICER_FEED,1
LN0001221,15,2022-04,90DPD,95,2022-04,ServicerA,SERVICER_FEED,1
LN0001222,3,2022-03,Prepaid,0,2022-03,ServicerB,SERVICER_FEED,1
LN0001223,13,2023-04,Prepaid,0,2023-04,ServicerD,SERVICER_FEED,1
LN0001224,14,2020-08,30DPD,35,2020-08,ServicerD,SERVICER_FEED,1
LN0001225,9,2021-02,Default,120,2021-02,ServicerB,SERVICER_FEED,1
LN0001226,6,2022-08,60DPD,65,2022-08,ServicerC,SERVICER_FEED,1
LN0001227,23,2024-02,60DPD,65,2024-02,ServicerA,SERVICER_FEED,1
LN0001228,26,2024-04,Prepaid,0,2024-04,ServicerD,SERVICER_FEED,1
LN0001228,18,2023-08,90DPD,95,2023-08,ServicerD,SERVICER_FEED,1
LN0001229,2,2021-07,Current,0,2021-07,ServicerD,SERVICER_FEED,1
LN0001230,22,2021-03,30DPD,35,2021-03,ServicerA,SERVICER_FEED,1
LN0001230,8,2020-01,Closed,0,2020-01,ServicerD,SERVICER_FEED,1
LN0001231,8,2020-07,60DPD,65,2020-07,ServicerD,SERVICER_FEED,1
LN0001232,9,2022-01,Closed,0,2022-01,ServicerB,SERVICER_FEED,1
LN0001233,2,2019-06,Prepaid,0,2019-06,ServicerB,SERVICER_FEED,1
LN0001234,4,2021-09,30DPD,35,2021-09,ServicerB,SERVICER_FEED,1
LN0001234,24,2023-05,Prepaid,0,2023-05,ServicerA,SERVICER_FEED,1
LN0001235,6,2021-01,90DPD,95,2021-01,ServicerA,SERVICER_FEED,1
LN0001236,11,2021-02,Closed,0,2021-02,ServicerD,SERVICER_FEED,1
LN0001236,30,2022-09,60DPD,65,2022-09,ServicerD,SERVICER_FEED,1
LN0001237,28,2022-02,Prepaid,0,2022-02,ServicerD,SERVICER_FEED,1
LN0001237,21,2021-07,Prepaid,0,2021-07,ServicerB,SERVICER_FEED,1
LN0001238,3,2022-02,60DPD,65,2022-02,ServicerA,SERVICER_FEED,1
LN0001239,2,2020-06,Prepaid,0,2020-06,ServicerB,SERVICER_FEED,1
LN0001240,1,2019-08,Prepaid,0,2019-08,ServicerB,SERVICER_FEED,1
LN0001241,2,2020-02,Prepaid,0,2020-02,ServicerC,SERVICER_FEED,1
LN0001242,17,2021-11,Closed,0,2021-11,ServicerB,SERVICER_FEED,1
LN0001243,33,2023-11,Prepaid,0,2023-11,ServicerB,SERVICER_FEED,1
LN0001244,3,2023-03,Default,120,2023-03,ServicerA,SERVICER_FEED,1
LN0001245,6,2020-03,Closed,0,2020-03,ServicerB,SERVICER_FEED,1
LN0001246,7,2019-06,Prepaid,0,2019-06,ServicerD,SERVICER_FEED,1
LN0001247,8,2023-07,60DPD,65,2023-07,ServicerD,SERVICER_FEED,1
LN0001248,9,2019-06,Prepaid,0,2019-06,ServicerC,SERVICER_FEED,1
LN0001249,8,2023-03,30DPD,35,2023-03,ServicerC,SERVICER_FEED,1
LN0001250,8,2019-05,60DPD,65,2019-05,ServicerB,SERVICER_FEED,1
LN0001251,3,2020-01,90DPD,95,2020-01,ServicerB,SERVICER_FEED,1
LN0001252,4,2023-04,Prepaid,0,2023-04,ServicerB,SERVICER_FEED,1
LN0001253,23,2020-09,90DPD,95,2020-09,ServicerB,SERVICER_FEED,1
LN0001253,32,2021-06,60DPD,65,2021-06,ServicerA,SERVICER_FEED,1
LN0001254,41,2022-03,Closed,0,2022-03,ServicerC,SERVICER_FEED,1
LN0001254,29,2021-03,30DPD,35,2021-03,ServicerA,SERVICER_FEED,1
LN0001255,4,2021-05,90DPD,95,2021-05,ServicerD,SERVICER_FEED,1
LN0001256,1,2019-01,90DPD,95,2019-01,ServicerB,SERVICER_FEED,1
LN0001257,1,2018-03,60DPD,65,2018-03,ServicerD,SERVICER_FEED,1
LN0001258,3,2021-09,Default,120,2021-09,ServicerC,SERVICER_FEED,1
LN0001259,27,2025-01,30DPD,35,2025-01,ServicerB,SERVICER_FEED,1
LN0001260,4,2022-02,Prepaid,0,2022-02,ServicerD,SERVICER_FEED,1
LN0001261,1,2022-11,90DPD,95,2022-11,ServicerB,SERVICER_FEED,1
LN0001262,5,2021-01,90DPD,95,2021-01,ServicerD,SERVICER_FEED,1
LN0001263,13,2022-02,Prepaid,0,2022-02,ServicerD,SERVICER_FEED,1
LN0001263,14,2022-03,Prepaid,0,2022-03,ServicerA,SERVICER_FEED,1
LN0001264,3,2023-02,Default,120,2023-02,ServicerD,SERVICER_FEED,1
LN0001265,1,2020-08,Prepaid,0,2020-08,ServicerC,SERVICER_FEED,1
LN0001266,4,2018-07,Current,0,2018-07,ServicerC,SERVICER_FEED,1
LN0001267,41,2022-08,90DPD,95,2022-08,ServicerD,SERVICER_FEED,1
LN0001267,23,2021-02,Prepaid,0,2021-02,ServicerD,SERVICER_FEED,1
LN0001268,1,2021-03,30DPD,35,2021-03,ServicerD,SERVICER_FEED,1
LN0001269,2,2022-06,90DPD,95,2022-06,ServicerA,SERVICER_FEED,1
LN0001270,10,2021-11,Default,120,2021-11,ServicerC,SERVICER_FEED,1
LN0001270,36,2024-01,Prepaid,0,2024-01,ServicerC,SERVICER_FEED,1
LN0001271,4,2020-05,Closed,0,2020-05,ServicerD,SERVICER_FEED,1
LN0001272,2,2019-10,60DPD,65,2019-10,ServicerB,SERVICER_FEED,1
LN0001273,10,2022-03,30DPD,35,2022-03,ServicerB,SERVICER_FEED,1
LN0001274,6,2022-12,Closed,0,2022-12,ServicerD,SERVICER_FEED,1
LN0001275,2,2019-07,Closed,0,2019-07,ServicerD,SERVICER_FEED,1
LN0001276,11,2021-09,90DPD,95,2021-09,ServicerC,SERVICER_FEED,1
LN0001277,33,2022-11,Prepaid,0,2022-11,ServicerA,SERVICER_FEED,1
LN0001277,2,2020-04,90DPD,95,2020-04,ServicerA,SERVICER_FEED,1
LN0001278,24,2021-03,30DPD,35,2021-03,ServicerC,SERVICER_FEED,1
LN0001279,4,2020-05,Current,0,2020-05,ServicerA,SERVICER_FEED,1
LN0001280,1,2018-07,Prepaid,0,2018-07,ServicerC,SERVICER_FEED,1
LN0001281,20,2022-04,60DPD,65,2022-04,ServicerC,SERVICER_FEED,1
LN0001281,21,2022-05,30DPD,35,2022-05,ServicerB,SERVICER_FEED,1
LN0001282,1,2018-08,Prepaid,0,2018-08,ServicerA,SERVICER_FEED,1
